Id,Position,FirstName,Nickname,LastName,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17288-28744,RB,Raheem,,Mostert,-0.25,8,4500,SF@ATL,SF,ATL,,
17288-29768,RB,Patrick,,Skov,0,0,4500,CLE@BUF,CLE,BUF,,
17288-7244,RB,John,,Kuhn,4.181818182,11,4500,NO@ARI,NO,ARI,,
17288-30807,TE,Mychal,,Rivera,3.787499905,8,4500,OAK@SD,OAK,SD,,
17288-25694,RB,Andre,,Williams,2.181250095,16,4500,OAK@SD,SD,OAK,,
17288-24682,RB,Andre,,Ellington,1.591666698,12,4500,NO@ARI,ARI,NO,,
17288-29805,RB,Ryan,,Hewitt,1,1,4500,PIT@CIN,CIN,PIT,,
17288-27771,WR,Cody,,Latimer,1.216666698,6,4500,NE@DEN,DEN,NE,,
17288-29821,WR,Jordan,,Payton,0.400000006,2,4500,CLE@BUF,CLE,BUF,O,Suspension
17288-29830,WR,Shaq,,Evans,0,0,4500,NE@DEN,NE,DEN,,
17288-28807,TE,Gabe,,Holmes,0,0,4500,OAK@SD,OAK,SD,IR,Ankle
17288-62600,WR,Joshua,,Stangby,0,0,4500,IND@MIN,IND,MIN,,
17288-28815,RB,Akeem,,Hunt,1.879999924,5,4500,JAC@HOU,HOU,JAC,,
17288-25751,TE,Chris,,Pantale,0,0,4500,PHI@BAL,PHI,BAL,,
17288-62617,TE,Khari,,Lee,0,1,4500,DET@NYG,DET,NYG,,
17288-29854,TE,Kevin,,McDermott,0,16,4500,IND@MIN,MIN,IND,,
17288-62623,RB,John,,Crockett,1.049999952,2,4500,GB@CHI,GB,CHI,IR,Shoulder
17288-25760,WR,Allen,,Hurns,7.563636086,11,4500,JAC@HOU,JAC,HOU,O,Hamstring
17288-62628,WR,DeAndre,,Carter,0,0,4500,NE@DEN,NE,DEN,,
17288-11431,TE,Jermaine,,Gresham,4.530769348,13,4500,NO@ARI,ARI,NO,Q,Knee
17288-62631,RB,Gus,,Johnson,0,0,4500,SF@ATL,ATL,SF,,
17288-62633,TE,Matt,,Lengel,0,0,4500,NE@DEN,NE,DEN,,
17288-29866,RB,Paul,,Perkins,4.529999924,10,4500,DET@NYG,NYG,DET,,
17288-25775,TE,Clive,,Walford,4.78333346,12,4500,OAK@SD,OAK,SD,,
17288-25783,RB,Mike,,James,2.033333302,3,4500,DET@NYG,DET,NYG,,
17288-11454,RB,Dexter,,McCluster,1.216666698,6,4500,OAK@SD,SD,OAK,O,Forearm
17288-11457,WR,Arrelious,,Benn,2.233333376,9,4500,JAC@HOU,JAC,HOU,,
17288-62668,TE,John,,Peters,0,0,4500,PIT@CIN,CIN,PIT,,
17288-57556,TE,Jerome,,Cunningham,1.649999936,6,4500,TEN@KC,TEN,KC,,
17288-25813,WR,Phillip,,Dorsett,5.15833346,12,4500,IND@MIN,IND,MIN,Q,Groin
17288-48344,WR,Albert,,Wilson,5.536363775,11,4500,TEN@KC,KC,TEN,,
17288-62680,WR,Donteea,,Dye,2.470000076,10,4500,TB@DAL,TB,DAL,,
17288-22746,WR,Kashif,,Moore,0,0,4500,TEN@KC,KC,TEN,,
17288-28890,RB,Derek,,Watt,1.720000076,5,4500,OAK@SD,SD,OAK,,
17288-24797,RB,Juwan,,Thompson,3.299999952,2,4500,NE@DEN,DEN,NE,,
17288-34014,WR,Aaron,,Dobson,3.433333397,6,4500,DET@NYG,DET,NYG,,
17288-7394,TE,Brandon,,Pettigrew,2.314285823,7,4500,DET@NYG,DET,NYG,,
17288-9442,WR,Brandon,,Tate,1.458333333,12,4500,CLE@BUF,BUF,CLE,,
17288-22754,TE,Garrett,,Celek,4.3,10,4500,SF@ATL,SF,ATL,,
17288-61666,WR,Jared,,Dangerfield,0,0,4500,NO@ARI,NO,ARI,,
17288-25827,TE,Asante,,Cleveland,0.600000024,1,4500,OAK@SD,SD,OAK,,
17288-28907,WR,Alex,,Erickson,0.700000029,13,4500,PIT@CIN,CIN,PIT,,
17288-22767,WR,Brian,,Tyms,0,0,4500,IND@MIN,IND,MIN,,
17288-11504,WR,Andre,,Roberts,3.069230887,13,4500,DET@NYG,DET,NYG,,
17288-24817,TE,Nick,,O'Leary,1.988888847,9,4500,CLE@BUF,BUF,CLE,,
17288-39153,TE,Ifeanyi,,Momah,2,3,4500,NO@ARI,ARI,NO,IR,Wrist
17288-12533,D,Green Bay,,Packers,6.153846154,13,4500,GB@CHI,GB,CHI,,
17288-22774,RB,Jonas,,Gray,4.100000109,7,4500,JAC@HOU,JAC,HOU,,
17288-11511,TE,Tony,,Moeaki,4.433333397,3,4500,GB@CHI,CHI,GB,,
17288-12536,D,Kansas City,,Chiefs,10.61538462,13,4500,TEN@KC,KC,TEN,,
17288-12540,D,Minnesota,,Vikings,10.61538462,13,4500,IND@MIN,MIN,IND,,
17288-43260,TE,Darion,,Griswold,0,0,4500,IND@MIN,IND,MIN,,
17288-62718,TE,Daniel,,Brown,6.46666654,3,4500,GB@CHI,CHI,GB,,
17288-11522,WR,Marcus,,Easley,4.100000064,3,4500,CLE@BUF,BUF,CLE,NA,Kneecap
17288-28930,RB,James,,White,8.430769113,13,4500,NE@DEN,NE,DEN,,
17288-28933,WR,Jared,,Abbrederis,0.649999976,2,4500,GB@CHI,GB,CHI,,
17288-27918,TE,Henry,,Krieger-Coble,0,0,4500,NE@DEN,DEN,NE,,
17288-30990,RB,Jalston,,Fowler,0.949999988,2,4500,TEN@KC,TEN,KC,,
17288-24847,TE,Will,,Tye,4.115384615,13,4500,DET@NYG,NYG,DET,,
17288-11538,TE,Garrett,,Graham,1.571428571,7,4500,NE@DEN,DEN,NE,,
17288-6422,TE,Gary,,Barnidge,6.076923077,13,4500,CLE@BUF,CLE,BUF,,
17288-11543,TE,Clay,,Harbor,1.700000048,2,4500,DET@NYG,DET,NYG,,
17288-33047,WR,Chris,,Moore,1,10,4500,PHI@BAL,BAL,PHI,,
17288-34073,TE,Ryan,,Griffin,4.976922842,13,4500,JAC@HOU,HOU,JAC,,
17288-55577,WR,Hunter,,Sharp,0,0,4500,PHI@BAL,PHI,BAL,,
17288-53532,WR,Roger,,Lewis,3.150000095,8,4500,DET@NYG,NYG,DET,,
17288-24862,WR,Rashad,,Greene Sr.,0.462500006,8,4500,JAC@HOU,JAC,HOU,IR,Achilles
17288-25886,WR,Devin,,Street,1.25,2,4500,IND@MIN,IND,MIN,,
17288-45343,WR,Daniel,,Braverman,0,1,4500,GB@CHI,CHI,GB,,
17288-10531,WR,Jordan,,Norwood,2.816666603,12,4500,NE@DEN,DEN,NE,,
17288-11556,TE,Michael,,Hoomanawanui,2.910000038,10,4500,NO@ARI,NO,ARI,IR,Lower leg
17288-29991,RB,Bishop,,Sankey,4.183333397,12,4500,IND@MIN,MIN,IND,,
17288-31015,WR,DeAndrew,,White,1.399999976,2,4500,NE@DEN,NE,DEN,,
17288-11562,TE,Andrew,,Quarless,1.699999968,3,4500,DET@NYG,DET,NYG,,
17288-24882,K,Roberto,,Aguayo,6.384615385,13,4500,TB@DAL,TB,DAL,,
17288-14643,RB,DuJuan,,Harris,5.25,6,4500,SF@ATL,SF,ATL,,
17288-26934,RB,Toben,,Opurum,0,2,4500,NE@DEN,DEN,NE,,
17288-27974,WR,Tevaun,,Smith,0,0,4500,IND@MIN,IND,MIN,,
17288-29003,RB,Ka'Deem,,Carey,2.05,10,4500,GB@CHI,CHI,GB,,
17288-32082,WR,Jordan,,Taylor,3.525000095,8,4500,NE@DEN,DEN,NE,,
17288-54612,RB,Lorenzo,,Taliaferro,2.5,1,4500,PHI@BAL,BAL,PHI,IR,Hamstring
17288-6488,WR,Dwayne,,Bowe,1.114285742,7,4500,CLE@BUF,CLE,BUF,,
17288-14683,RB,Patrick,,DiMarco,1.700000048,8,4500,SF@ATL,ATL,SF,,
17288-54621,WR,Walt,,Powell,3.028571538,7,4500,CLE@BUF,BUF,CLE,IR,Ankle
17288-54623,WR,Jeff,,Janis,2.929999924,10,4500,GB@CHI,GB,CHI,,
17288-31073,RB,Knile,,Davis,0.862500012,8,4500,TEN@KC,KC,TEN,,
17288-48482,TE,David,,Morgan,0,1,4500,IND@MIN,MIN,IND,,
17288-22898,RB,Brandon,,Bolden,0.966666698,3,4500,NE@DEN,NE,DEN,,
17288-11635,WR,Marc,,Mariani,0,13,4500,TEN@KC,TEN,KC,,
17288-28021,RB,Sione,,Houma,0,0,4500,NO@ARI,NO,ARI,,
17288-38264,WR,Demarcus,,Robinson,0,0,4500,TEN@KC,KC,TEN,,
17288-28030,RB,Fitzgerald,,Toussaint,0.725000024,8,4500,PIT@CIN,PIT,CIN,,
17288-11648,TE,Jim,,Dray,1.011111153,9,4500,CLE@BUF,BUF,CLE,,
17288-54659,WR,Tony,,Washington,0.800000012,1,4500,JAC@HOU,JAC,HOU,,
17288-39305,TE,A.J.,,Derby,3.3,5,4500,NE@DEN,DEN,NE,,
17288-27020,RB,Glenn,,Gronkowski,0,0,4500,NE@DEN,NE,DEN,,
17288-22938,WR,Rod,,Streater,1.569999981,10,4500,SF@ATL,SF,ATL,,
17288-41370,WR,Trevor,,Davis,0.987500012,8,4500,GB@CHI,GB,CHI,,
17288-38301,TE,Darren,,Fells,2.342857088,7,4500,NO@ARI,ARI,NO,,
17288-45472,TE,Garrett,,Griffin,0,0,4500,NO@ARI,NO,ARI,,
17288-54690,WR,Freddie,,Martino,3.959999847,5,4500,TB@DAL,TB,DAL,,
17288-6566,RB,Chris,,Johnson,3.875,4,4500,NO@ARI,ARI,NO,IR,Groin
17288-54694,TE,Justin,,Perillo,1.375,4,4500,GB@CHI,CHI,GB,,
17288-6567,TE,David,,Johnson,1.311111132,9,4500,PIT@CIN,PIT,CIN,,
17288-14761,WR,Andre,,Holmes,2.181818182,11,4500,OAK@SD,OAK,SD,,
17288-22958,RB,Bobby,,Rainey,3,9,4500,DET@NYG,NYG,DET,,
17288-22959,WR,Deonte,,Thompson,1.666666667,12,4500,GB@CHI,CHI,GB,,
17288-34224,TE,Kennard,,Backman,0,7,4500,NE@DEN,NE,DEN,,
17288-25011,TE,Darren,,Waller,4.459999847,5,4500,PHI@BAL,BAL,PHI,,
17288-31157,WR,Cobi,,Hamilton,3.412499905,8,4500,PIT@CIN,PIT,CIN,,
17288-26038,TE,Tyler,,Kroft,2.366666635,6,4500,PIT@CIN,CIN,PIT,,
17288-28088,RB,Denard,,Robinson,3.279999924,5,4500,JAC@HOU,JAC,HOU,O,Ankle
17288-32185,RB,Zach,,Line,0.25,6,4500,IND@MIN,MIN,IND,,
17288-6595,TE,Matt,,Spaeth,0.666666667,3,4500,PIT@CIN,PIT,CIN,,
17288-21957,WR,Kendall,,Wright,7.733333164,9,4500,TEN@KC,TEN,KC,,
17288-10695,RB,Darrel,,Young,0.688888868,9,4500,GB@CHI,CHI,GB,,
17288-26057,RB,Michael,,Burton,0,1,4500,DET@NYG,DET,NYG,,
17288-39373,WR,Jaelen,,Strong,3.350000064,6,4500,JAC@HOU,HOU,JAC,IR,Ankle
17288-22991,RB,Jonathan,,Grimes,2.833333333,6,4500,JAC@HOU,HOU,JAC,,
17288-31184,RB,Jonathan,,Williams,1.966666698,6,4500,CLE@BUF,BUF,CLE,,
17288-31191,WR,Mekale,,McKay,0,0,4500,JAC@HOU,JAC,HOU,,
17288-23003,TE,Phillip,,Supernaw,2.049999952,4,4500,TEN@KC,TEN,KC,,
17288-26076,RB,Sam,,Bergen,0,0,4500,TEN@KC,TEN,KC,,
17288-6622,WR,Eric,,Weems,0,12,4500,SF@ATL,ATL,SF,,
17288-15838,TE,Erik,,Swoope,3.833333333,6,4500,IND@MIN,IND,MIN,,
17288-28126,TE,Paul,,Lang,0,0,4500,PIT@CIN,PIT,CIN,,
17288-28131,WR,Keith,,Mumphery,2.400000095,2,4500,JAC@HOU,HOU,JAC,,
17288-31207,TE,C.J.,,Uzomah,4.633333206,6,4500,PIT@CIN,CIN,PIT,Q,Calf
17288-6636,K,Mike,,Nugent,7.461538462,13,4500,PIT@CIN,CIN,PIT,,
17288-23023,TE,Cooper,,Helfet,2.785714286,7,4500,OAK@SD,OAK,SD,,
17288-34288,WR,Rannell,,Hall,0,1,4500,CLE@BUF,CLE,BUF,IR,Leg
17288-43504,RB,Don,,Jackson,1.066666683,3,4500,GB@CHI,GB,CHI,IR,Knee
17288-6643,RB,Reggie,,Bush,2.333333333,9,4500,CLE@BUF,BUF,CLE,,
17288-39411,TE,Gavin,,Escobar,4.900000095,2,4500,TB@DAL,DAL,TB,,
17288-11766,TE,Jeff,,Cumberland,1.45714283,7,4500,OAK@SD,SD,OAK,IR,Achilles
17288-22010,WR,DeVier,,Posey,0,0,4500,NE@DEN,DEN,NE,,
17288-45562,RB,Paul,,Lasike,0.320000005,5,4500,GB@CHI,CHI,GB,,
17288-6653,RB,Jerome,,Felton,0.644444466,9,4500,CLE@BUF,BUF,CLE,,
17288-28157,WR,Bennie,,Fowler,3.444444444,9,4500,NE@DEN,DEN,NE,,
17288-29183,RB,D.J.,,Foster,1.033333302,3,4500,NE@DEN,NE,DEN,,
17288-39427,WR,Quinton,,Patton,4.833333333,12,4500,SF@ATL,SF,ATL,,
17288-6660,RB,Donald,,Brown,6.950000127,6,4500,NE@DEN,NE,DEN,,
17288-39428,RB,Kyle,,Juszczyk,3.207692366,13,4500,PHI@BAL,BAL,PHI,,
17288-23046,RB,Jamize,,Olawale,4.381818251,11,4500,OAK@SD,OAK,SD,,
17288-6664,TE,Jacob,,Tamme,6.25,8,4500,SF@ATL,ATL,SF,IR,Shoulder
17288-31241,WR,Sammie,,Coates,5.909090909,11,4500,PIT@CIN,PIT,CIN,,
17288-6672,TE,Marcedes,,Lewis,3.290000153,10,4500,JAC@HOU,JAC,HOU,IR,Calf
17288-22034,WR,Chris,,Givens,3.792857034,14,4500,PHI@BAL,PHI,BAL,,
17288-39445,WR,Brice,,Butler,3.263636502,11,4500,TB@DAL,DAL,TB,,
17288-39449,WR,Charles,,Johnson,2,11,4500,IND@MIN,MIN,IND,,
17288-7706,TE,Chase,,Coffman,8.550000191,2,4500,IND@MIN,IND,MIN,,
17288-31263,WR,Ricardo,,Louis,2.390909022,11,4500,CLE@BUF,CLE,BUF,,
17288-32287,WR,Cayleb,,Jones,0,0,4500,PHI@BAL,PHI,BAL,,
17288-39455,RB,Kerwynn,,Williams,3.400000095,1,4500,NO@ARI,ARI,NO,,
17288-22048,RB,Robert,,Turbin,4.725000064,12,4500,IND@MIN,IND,MIN,,
17288-22051,TE,Orson,,Charles,0,0,4500,DET@NYG,DET,NYG,,
17288-31269,RB,Corey,,Grant,1.357142857,7,4500,JAC@HOU,JAC,HOU,,
17288-7718,RB,Cedric,,Peerman,0,4,4500,PIT@CIN,CIN,PIT,,
17288-22054,WR,Jarius,,Wright,3.299999952,2,4500,IND@MIN,MIN,IND,,
17288-6702,K,Phil,,Dawson,6.923076923,13,4500,SF@ATL,SF,ATL,,
17288-22063,WR,Keshawn,,Martin,-2,1,4500,SF@ATL,SF,ATL,,
17288-25135,WR,Marcus,,Leak,0,0,4500,IND@MIN,IND,MIN,,
17288-31280,K,Cody,,Parkey,6,11,4500,CLE@BUF,CLE,BUF,,
17288-22065,TE,Rhett,,Ellison,2.037499905,8,4500,IND@MIN,MIN,IND,,
17288-29237,WR,Chris,,Harper,2.220000076,5,4500,SF@ATL,SF,ATL,,
17288-30261,K,Caleb,,Sturgis,9.307692308,13,4500,PHI@BAL,PHI,BAL,,
17288-32309,TE,M.J.,,McFarland,0,0,4500,PHI@BAL,PHI,BAL,,
17288-14905,WR,Kamar,,Aiken,3.169230828,13,4500,PHI@BAL,BAL,PHI,,
17288-27199,RB,Marcus,,Murphy,0.400000006,2,4500,NO@ARI,NO,ARI,,
17288-28226,WR,Aaron,,Burbridge,0.2,5,4500,SF@ATL,SF,ATL,,
17288-39492,TE,Josh,,Hill,3.549999952,8,4500,NO@ARI,NO,ARI,IR,Leg
17288-72262,TE,Nick,,Truesdell,0,0,4500,IND@MIN,IND,MIN,,
17288-12872,RB,James,,Develin,0.2,5,4500,NE@DEN,NE,DEN,,
17288-6732,RB,DeAngelo,,Williams,9.742856707,7,4500,PIT@CIN,PIT,CIN,,
17288-31308,WR,Quan,,Bray,0.966666698,6,4500,IND@MIN,IND,MIN,IR,Ankle
17288-6742,TE,Brent,,Celek,2.271428517,7,4500,PHI@BAL,PHI,BAL,Q,Neck
17288-28246,WR,Isaac,,Fruechte,0,0,4500,IND@MIN,MIN,IND,,
17288-39512,RB,Kendall,,Gaskins,3.674999952,4,4500,SF@ATL,SF,ATL,,
17288-28249,RB,David,,Cobb,2.985714231,7,4500,GB@CHI,CHI,GB,,
17288-30297,TE,Trey,,Burton,4.436363567,11,4500,PHI@BAL,PHI,BAL,,
17288-31321,RB,Jay,,Prosch,0.375,4,4500,JAC@HOU,HOU,JAC,,
17288-27229,RB,Ameer,,Abdullah,12.14999962,2,4500,DET@NYG,DET,NYG,IR,Foot
17288-29277,TE,Stephen,,Anderson,2.800000054,7,4500,JAC@HOU,HOU,JAC,,
17288-31329,WR,Russell,,Shepard,4.955555386,9,4500,TB@DAL,TB,DAL,,
17288-22116,RB,Cyrus,,Gray,0,0,4500,SF@ATL,ATL,SF,,
17288-12903,WR,Andrew,,Hawkins,4.392307575,13,4500,CLE@BUF,CLE,BUF,,
17288-7784,WR,Darrius,,Heyward-Bey,5.549999873,6,4500,PIT@CIN,PIT,CIN,O,Foot
17288-64104,RB,Terrell,,Watson,0,0,4500,NE@DEN,DEN,NE,,
17288-29290,WR,Bryce,,Treggs,3.26666673,3,4500,PHI@BAL,PHI,BAL,,
17288-22123,TE,James,,Hanna,1.549999952,8,4500,TB@DAL,DAL,TB,NA,Knee
17288-6767,K,Ryan,,Succop,7.538461538,13,4500,TEN@KC,TEN,KC,,
17288-11890,WR,Bryan,,Walters,3.683333397,6,4500,JAC@HOU,JAC,HOU,,
17288-38514,WR,Kevin,,White,7.275000095,4,4500,GB@CHI,CHI,GB,IR,Lower leg
17288-38517,RB,Dreamius,,Smith,0,2,4500,PIT@CIN,PIT,CIN,,
17288-29304,RB,Daniel,,Lasco,1.76666673,3,4500,NO@ARI,NO,ARI,Q,Hamstring
17288-7801,TE,Brandon,,Myers,2.04285717,7,4500,TB@DAL,TB,DAL,,
17288-6778,TE,Anthony,,Fasano,2.511111153,9,4500,TEN@KC,TEN,KC,,
17288-33403,WR,Tevin,,Jones,0,0,4500,JAC@HOU,HOU,JAC,,
17288-38523,TE,Geoff,,Swaim,1.649999936,6,4500,TB@DAL,DAL,TB,IR,Pectoral
17288-7806,RB,Darren,,McFadden,10.98124981,16,4500,TB@DAL,DAL,TB,,
17288-21123,TE,Larry,,Donnell,3.450000127,6,4500,DET@NYG,NYG,DET,,
17288-25225,WR,Quinshad,,Davis,0,0,4500,DET@NYG,DET,NYG,,
17288-27273,RB,Andy,,Janovich,2.314285823,7,4500,NE@DEN,DEN,NE,IR,Ankle
17288-33418,TE,Alan,,Cross,1.76666673,6,4500,TB@DAL,TB,DAL,,
17288-29327,WR,Bralon,,Addison,0,0,4500,GB@CHI,CHI,GB,,
17288-33424,WR,Mose,,Frazier,0,0,4500,SF@ATL,SF,ATL,,
17288-31378,WR,Kadron,,Boone,0,0,4500,DET@NYG,NYG,DET,,
17288-32410,RB,Trey,,Williams,1.200000048,1,4500,IND@MIN,IND,MIN,,
17288-45723,TE,Crockett,,Gillmore,3.420000076,5,4500,PHI@BAL,BAL,PHI,Q,Thigh
17288-29340,WR,Josh,,Huff,3.674999952,8,4500,TB@DAL,TB,DAL,,
17288-6823,TE,John,,Phillips,2.860000038,5,4500,NO@ARI,NO,ARI,,
17288-29351,WR,De'Anthony,,Thomas,1.075000048,8,4500,TEN@KC,KC,TEN,,
17288-22188,RB,Daryl,,Richardson,0.349999994,2,4500,PIT@CIN,PIT,CIN,,
17288-46767,TE,Je'Ron,,Hamm,0,1,4500,SF@ATL,SF,ATL,,
17288-7856,WR,Matthew,,Slater,-0.375,4,4500,NE@DEN,NE,DEN,Q,Foot
17288-30385,WR,Marlon,,Brown,2.022222307,9,4500,NE@DEN,DEN,NE,IR,Undisclosed
17288-22198,WR,Brittan,,Golden,1.671428544,7,4500,NO@ARI,ARI,NO,,
17288-31417,WR,James,,Wright,1.774999976,8,4500,PIT@CIN,CIN,PIT,Q,Knee
17288-28346,TE,Maxx,,Williams,4.066666603,12,4500,PHI@BAL,BAL,PHI,IR,Knee
17288-70335,TE,Seth,,DeValve,3.659999847,5,4500,CLE@BUF,CLE,BUF,,
17288-33473,WR,Chris,,Brown,0,0,4500,TB@DAL,DAL,TB,,
17288-30403,WR,Chris,,Conley,4.846153846,13,4500,TEN@KC,KC,TEN,,
17288-27338,RB,Rex,,Burkhead,3.162499905,8,4500,PIT@CIN,CIN,PIT,,
17288-31435,TE,Nic,,Jacobs,0.366666675,3,4500,PHI@BAL,BAL,PHI,,
17288-22220,TE,Sean,,McGrath,1.166666667,3,4500,OAK@SD,SD,OAK,,
17288-30412,WR,Tavarres,,King,0.550000012,2,4500,DET@NYG,NYG,DET,,
17288-16078,TE,Ross,,Travis,0.75,4,4500,TEN@KC,KC,TEN,,
17288-33488,TE,Troy,,Niklas,0.25,2,4500,NO@ARI,ARI,NO,IR,Wrist
17288-47828,RB,Antonio,,Andrews,0.5,3,4500,TEN@KC,TEN,KC,,
17288-29404,RB,Byron,,Marshall,0,0,4500,PHI@BAL,PHI,BAL,,
17288-11999,WR,Victor,,Cruz,5.872727134,11,4500,DET@NYG,NYG,DET,,
17288-45791,WR,Rashard,,Higgins,1.337499976,8,4500,CLE@BUF,CLE,BUF,,
17288-32483,WR,Josh,,Boyce,0,0,4500,CLE@BUF,CLE,BUF,,
17288-22244,TE,Beau,,Brinkley,0,16,4500,TEN@KC,TEN,KC,,
17288-70373,TE,Mike,,Miller,0,0,4500,IND@MIN,IND,MIN,,
17288-70372,WR,Chester,,Rogers,2.154545524,11,4500,IND@MIN,IND,MIN,,
17288-7918,TE,Matthew,,Mulligan,0.699999988,1,4500,DET@NYG,DET,NYG,,
17288-44784,RB,Darius,,Jackson,0,0,4500,CLE@BUF,CLE,BUF,,
17288-45809,TE,Kivon,,Cartwright,0,0,4500,TB@DAL,TB,DAL,,
17288-22258,RB,Travaris,,Cadet,3.909090909,11,4500,NO@ARI,NO,ARI,,
17288-47861,TE,Mitchell,,Henry,0,2,4500,PHI@BAL,BAL,PHI,,
17288-44791,RB,Bronson,,Hill,0,0,4500,JAC@HOU,JAC,HOU,,
17288-6904,WR,Devin,,Hester,-0.166666667,12,4500,PHI@BAL,BAL,PHI,,
17288-28408,WR,Kyle,,Prater,0,0,4500,NO@ARI,NO,ARI,,
17288-33531,TE,Ben,,Koyack,3.116666794,6,4500,JAC@HOU,JAC,HOU,,
17288-38651,TE,Beau,,Sandland,0,0,4500,GB@CHI,GB,CHI,,
17288-45821,WR,Isaiah,,Burse,0,5,4500,OAK@SD,SD,OAK,,
17288-6910,K,Robbie,,Gould,3.714285714,7,4500,DET@NYG,NYG,DET,,
17288-39678,TE,E.J.,,Bibbs,0.600000024,2,4500,JAC@HOU,JAC,HOU,,
17288-27403,TE,Blake,,Bell,1.1,5,4500,SF@ATL,SF,ATL,,
17288-33552,WR,TJ,,Jones,6.400000095,1,4500,DET@NYG,DET,NYG,,
17288-7953,WR,Vincent,,Jackson,4.959999847,5,4500,TB@DAL,TB,DAL,IR,Knee
17288-22292,RB,Lance,,Dunbar,2.32222218,9,4500,TB@DAL,DAL,TB,,
17288-28437,TE,Danny,,Vitale,0.050000001,2,4500,CLE@BUF,CLE,BUF,,
17288-70423,TE,Anthony,,Norris,0,0,4500,NE@DEN,DEN,NE,,
17288-12055,TE,Logan,,Paulsen,0.428571429,7,4500,GB@CHI,CHI,GB,,
17288-33571,RB,George,,Atkinson III,0,7,4500,CLE@BUF,CLE,BUF,,
17288-31524,WR,Cody,,Core,2.700000127,3,4500,PIT@CIN,CIN,PIT,,
17288-29477,TE,Connor,,Hamlett,8.199999809,1,4500,CLE@BUF,CLE,BUF,,
17288-32551,WR,Kolby,,Listenbee,0,0,4500,CLE@BUF,BUF,CLE,O,Pelvis
17288-26411,TE,Ryan,,Malleck,0,0,4500,DET@NYG,NYG,DET,,
17288-10030,WR,Harry,,Douglas,3.53333346,6,4500,TEN@KC,TEN,KC,,
17288-27439,WR,Durron,,Neal,0,0,4500,NE@DEN,DEN,NE,,
17288-43826,WR,Tommylee,,Lewis,1.355555534,9,4500,NO@ARI,NO,ARI,,
17288-70457,TE,Cole,,Wick,0.933333317,3,4500,DET@NYG,DET,NYG,IR,Knee
17288-29500,WR,Markus,,Wheaton,5.03333346,3,4500,PIT@CIN,PIT,CIN,IR,Shoulder
17288-28487,TE,Jeff,,Heuerman,1.933333397,3,4500,NE@DEN,DEN,NE,,
17288-15176,K,Kai,,Forbath,9.75,4,4500,IND@MIN,MIN,IND,,
17288-41806,WR,Laquon,,Treadwell,0.5,4,4500,IND@MIN,MIN,IND,O,Ankle
17288-47953,WR,Lucky,,Whitehead,0.966666698,12,4500,TB@DAL,DAL,TB,,
17288-70489,TE,Ben,,Braunecker,1.600000024,2,4500,GB@CHI,CHI,GB,,
17288-44893,RB,Roosevelt,,Nix,0.866666635,3,4500,PIT@CIN,PIT,CIN,,
17288-29540,RB,Terron,,Ward,2.875,4,4500,SF@ATL,ATL,SF,,
17288-70501,RB,C.J.,,Ham,0,0,4500,IND@MIN,MIN,IND,,
17288-32613,RB,DeAndre,,Washington,4.190000153,10,4500,OAK@SD,OAK,SD,,
17288-70506,TE,Ryan,,O'Malley,0,0,4500,OAK@SD,OAK,SD,,
17288-25463,WR,Canaan,,Severin,0,0,4500,PIT@CIN,PIT,CIN,IR,Undisclosed
17288-28545,RB,Rod,,Smith,0.449999988,2,4500,TB@DAL,DAL,TB,,
17288-30598,TE,Busta,,Anderson,0,0,4500,GB@CHI,CHI,GB,,
17288-23435,TE,Andrew,,DePaola,0,16,4500,TB@DAL,TB,DAL,,
17288-19342,TE,Demetrius,,Harris,1.463636398,11,4500,TEN@KC,KC,TEN,,
17288-29583,TE,Randall,,Telfer,0.349999994,4,4500,CLE@BUF,CLE,BUF,,
17288-28562,TE,Jake,,Stoneburner,6.400000254,3,4500,NO@ARI,NO,ARI,,
17288-29592,TE,Xavier,,Grimble,2.971428462,7,4500,PIT@CIN,PIT,CIN,,
17288-70553,WR,Kieran,,Duncan,0,0,4500,GB@CHI,CHI,GB,,
17288-33691,RB,Orleans,,Darkwa,6.324999809,4,4500,DET@NYG,NYG,DET,IR,Lower leg
17288-70557,WR,Jake,,Lampman,0,0,4500,NO@ARI,NO,ARI,,
17288-32674,TE,Jace,,Amaro,7.400000095,1,4500,TEN@KC,TEN,KC,,
17288-30635,RB,Mike,,Davis,1.857142857,7,4500,SF@ATL,SF,ATL,,
17288-22447,WR,Griff,,Whalen,0.800000012,4,4500,NE@DEN,NE,DEN,,
17288-46001,RB,Joey,,Iosefa,2.549999952,2,4500,NE@DEN,NE,DEN,,
17288-39859,TE,Jack,,Doyle,7.353846036,13,4500,IND@MIN,IND,MIN,,
17288-8117,WR,Danny,,Amendola,4.816666603,12,4500,NE@DEN,NE,DEN,O,Ankle
17288-43961,RB,Tyler,,Ervin,-0.040000001,10,4500,JAC@HOU,HOU,JAC,Q,Ribs
17288-14268,RB,Stevan,,Ridley,0.699999988,1,4500,SF@ATL,ATL,SF,,
17288-30654,TE,Jerell,,Adams,3.071428571,7,4500,DET@NYG,NYG,DET,,
17288-14274,TE,Rob,,Housler,1.060000038,5,4500,GB@CHI,CHI,GB,,
17288-41922,WR,Johnny,,Holton,1.739999962,5,4500,OAK@SD,OAK,SD,,
